,test_ARI,RMSE_train,RMSE_test,train_ARI,loglike,test_ARI_std,RMSE_train_std,RMSE_test_std,train_ARI_std,loglike_std,method,missing_rate
49,0.0468664301551259,0.4977269763086339,0.5005519247651141,0.0402208638489651,-3.289670978520782,0.0045139794103691,0.00344618509971827,0.0038250478152741093,0.003687878768669,0.11860309595823033,VBEM,0.8
50,0.0,0.536660549357337,0.5130830477388785,0.01,-3.596068759379248,0.0,0.0015870073462969337,0.004622932749004454,0.0,0.15828472042557507,EM,0.8
51,0.0,0.563307606890493,0.542998844793402,0.0,-5.177098036252831,0.0,0.0034126579497946665,0.0029698313671140263,0.0,0.1312204118061301,EM+mean,0.8
52,0.0130013246909336,0.688530304979884,0.6344437655834103,0.0125660925322115,-5.17735992628249,0.0041520223941653,0.005204398765423448,0.001455283499186493,0.0036678767645632,4.284632072801826e-05,EM+median,0.8
53,0.0121983117099211,0.688530304979884,0.6344437655834103,0.0131957402301306,-5.17636583767354,0.0051487164698418,0.003819213486035689,0.0019518709559755661,0.0052951107195631,7.762137874570863e-05,EM+mode,0.8
54,0.0088523888757281,0.5500843084429807,0.5366401316736216,0.0,-3.3958676910797405,0.0,0.0009171184050379228,0.0008396914079531342,0.0,0.0,Gibbs,0.9
55,0.004159437628112,0.5275377052462439,0.5224142497600247,0.0024892557715075,-3.3554750163343576,0.0045429547237406,0.002424444721069328,0.0007141719760958353,0.0021124743295854,0.11810204127577573,VBEM,0.9
56,0.0,0.5427587600887037,0.5374980691981512,0.0,-3.844581752906258,0.0,0.0043547013382722,0.0023600883103800864,0.0,0.15828080686643353,EM,0.9
57,0.0,0.6055691391009127,0.5739156137271522,0.0,-6.684436890634748,0.0,0.004872960701781323,0.0009446654299464054,0.0,0.2099520072399532,EM+mean,0.9
58,0.0023129608591784,0.6913861404353173,0.6874890948992437,0.0022940806726396,-6.688081946022747,0.0012502043720849,0.0003129219533864325,0.004553936889345224,0.0007082626739186,6.608247572656126e-05,EM+median,0.9
59,0.002046048433698,0.6913861404353173,0.6874890948992437,0.0026785975624496,-6.690288608437281,0.0008403504993958,0.00075203014036438,0.00412121225938368,0.0008851119418181,5.8149193359971435e-05,EM+mode,0.9
60,0.3412064722243796,,,0.3323914908849073,0.0,0.0,0.00085312995180009,0.004188933098058814,0.0,0.0,KMeans+CC,0.0
61,0.3412064722243796,,,0.3323914908849073,0.0,0.0,0.0016894649892409282,0.0013811679952982635,0.0,0.0,KMeans+mean,0.0
62,0.3412064722243796,,,0.3323914908849073,0.0,0.0,0.00303846794851091,0.002851889429269227,0.0,0.0,KMeans+mode,0.0
63,0.3412064722243796,,,0.3323914908849073,0.0,0.0,0.0029942902277871318,0.0009679098353478676,0.0,0.0,KMeans+median,0.0
64,0.4111614147928675,0.0,0.0,0.4086519389930857,-2.781173021259703,0.0346247591470305,0.005777228870162891,0.0032700624961227933,0.0238409069494783,0.00011380418036172336,EM+CC,0.0
65,0.1082476976337345,,,0.1220191376673135,0.0,0.0,0.004859683910314204,0.0003775244307782034,1.3877787807814457e-17,0.0,KMeans+CC,0.1
66,0.300652000518351,,,0.2868398682081812,0.0,0.0,0.001403752571388801,0.0003189345058633904,5.551115123125783e-17,0.0,KMeans+mean,0.1
67,0.300652000518351,,,0.2868398682081812,0.0,0.0,0.003190203652082009,0.0008809456610404412,5.551115123125783e-17,0.0,KMeans+mode,0.1
68,0.300652000518351,,,0.2868398682081812,0.0,0.0,0.0030885063706040414,0.003197731911851437,5.551115123125783e-17,0.0,KMeans+median,0.1
69,0.0,0.49200935000029733,0.4882926128516011,0.1142593530886915,-2.78396952919176,0.0,0.005026444584789518,0.002433970543768468,0.0097673546163856,0.000989591514218434,EM+CC,0.1
70,0.0559250280623933,,,0.0519044801703996,0.0,0.0,1.721631368132171e-05,0.001217116827537811,0.0,0.0,KMeans+CC,0.2
71,0.2624673615132996,,,0.2329846934247984,0.0,0.0,0.002157465433773912,0.0021258325553169836,2.775557561562892e-17,0.0,KMeans+mean,0.2
72,0.2624673615132996,,,0.2329846934247984,0.0,0.0,0.0010644402520404654,0.0013479125336063084,2.775557561562892e-17,0.0,KMeans+mode,0.2
73,0.2624673615132996,,,0.2329846934247984,0.0,0.0,0.004647008790392237,0.0038805978656997484,2.775557561562892e-17,0.0,KMeans+median,0.2
74,0.0,0.5048828875195749,0.4805095108289359,0.0296955717429456,-2.7868934025863084,0.0,0.00021292616695848816,0.004527895739160807,0.0013186395451104,0.0007632446343867768,EM+CC,0.2
75,0.0030582656049482,,,0.0102606649592664,0.0,0.0,0.0037636873354134023,0.004464851791228518,1.734723475976807e-18,0.0,KMeans+CC,0.3
76,0.2247647470293796,,,0.1836691264680737,0.0,2.775557561562892e-17,0.005165920872683438,0.00039121807039166145,0.0,0.0,KMeans+mean,0.3
77,0.2247647470293796,,,0.1836691264680737,0.0,2.775557561562892e-17,0.0014230243116387289,0.0025811377174164603,0.0,0.0,KMeans+mode,0.3
78,0.2247647470293796,,,0.1836691264680737,0.0,2.775557561562892e-17,0.001958758084276836,0.0010681666843353431,0.0,0.0,KMeans+median,0.3
79,0.000102902401567,0.5011462144466231,0.4879330575205494,0.0061097742875282,-2.7945195126079883,0.0,0.0031626441523421385,0.0007649812916558323,0.0005448246679599,0.0019301674100449156,EM+CC,0.3
80,0.0021873083012864,,,0.0004448241456909,0.0,4.33680868994202e-19,0.0009537112806975189,0.0016838934160342547,0.0,0.0,KMeans+CC,0.4
81,0.1183188425144327,,,0.1068268953204144,0.0,0.0,0.003200224775556026,0.0026949787351641394,0.0,0.0,KMeans+mean,0.4
82,0.1183188425144327,,,0.1068268953204144,0.0,0.0,0.000829573659390929,0.003653450687884851,0.0,0.0,KMeans+mode,0.4
83,0.1183188425144327,,,0.1068268953204144,0.0,0.0,0.0028086159182473206,0.000744557958346234,0.0,0.0,KMeans+median,0.4
84,9.229078229460628e-06,0.5256390269871004,0.4836352394174317,0.0004894860245575,-3.112203915443948,2.4260136196719123e-05,0.002312280994310306,0.0037810905367188026,0.0003313372173234,0.009250487477112667,EM+CC,0.4
85,0.0014758138147577,,,-0.0010472121793267,0.0,0.0,0.0032767230364127192,0.0020473789079044364,0.0,0.0,KMeans+CC,0.5
86,0.0869258999583536,,,0.105358907338261,0.0,0.0,0.0034733929360972545,0.002598922840684829,0.0,0.0,KMeans+mean,0.5
87,0.0869258999583536,,,0.105358907338261,0.0,0.0,0.002718148001619488,0.002539709706136781,0.0,0.0,KMeans+mode,0.5
88,0.0869258999583536,,,0.105358907338261,0.0,0.0,0.003132530983251899,0.0012830466762582707,0.0,0.0,KMeans+median,0.5
89,0.0001334749652028,0.5344904799432918,0.509486603149018,0.0002720077454677,-3.9470405349066056,0.0002207942871196,0.0007073055108403202,0.0032144035765903837,0.000136902889801,0.21994471926059614,EM+CC,0.5
90,0.000330872048565,,,-0.0010106121423211,0.0,0.0,0.003888151387416729,0.0007441117756523605,0.0,0.0,KMeans+CC,0.6
91,0.0745555437198538,,,0.0753764851471651,0.0,0.0,0.002394884242823277,0.0009538695914721969,0.0,0.0,KMeans+mean,0.6
92,0.0745555437198538,,,0.0753764851471651,0.0,0.0,0.0047644952988640694,0.002909790239527611,0.0,0.0,KMeans+mode,0.6
93,0.0745555437198538,,,0.0753764851471651,0.0,0.0,0.005101431433492584,0.004024607277994994,0.0,0.0,KMeans+median,0.6
94,0.0002895116345708,0.5783606412261476,0.5419110828335589,-9.537108470249576e-05,-6.9867890422236805,0.0003027059564893,0.0015567743783800978,0.002678302425312025,3.535521081733312e-05,0.7038389131815184,EM+CC,0.6
95,-0.0008904996646597,,,-0.000207499901478,0.0,0.0008757713222548,0.0018621088463649416,0.002826115650345003,0.0007167488098176,0.0,KMeans+CC,0.7
96,0.0524189958926059,,,0.0459539264392882,0.0,0.0,0.004789383915087333,0.004607398125501841,0.0,0.0,KMeans+mean,0.7
97,0.0524189958926059,,,0.0459539264392882,0.0,0.0,0.001725879789988964,0.004519537767440287,0.0,0.0,KMeans+mode,0.7
98,0.0524189958926059,,,0.0459539264392882,0.0,0.0,0.0035727306597232197,0.0022415674719378988,0.0,0.0,KMeans+median,0.7
99,0.0016268426556441,0.6157541829120947,0.5648209691758979,1.0817830918311614e-05,-12.168499880484028,0.0014461696445103,0.003602594350997934,0.0044493700660689995,1.3069962137997254e-05,0.5914279894829645,EM+CC,0.7
100,0.0012618885863545,,,0.0002042688062112,0.0,0.0021379179434508,0.0018580354049075754,0.0005174622575312454,0.0008444538626386,0.0,KMeans+CC,0.8
101,0.0139974738351176,,,0.0174438618422325,0.0,3.469446951953614e-18,0.00427718138419709,0.0028967533376957695,0.0,0.0,KMeans+mean,0.8
102,0.0139974738351176,,,0.0174438618422325,0.0,3.469446951953614e-18,0.0013765169232521806,0.0010370552397145217,0.0,0.0,KMeans+mode,0.8
103,0.0139974738351176,,,0.0174438618422325,0.0,3.469446951953614e-18,0.003451071271081199,0.0009489631731498771,0.0,0.0,KMeans+median,0.8
104,0.0,0.7175701323329351,0.6774526297027592,0.0,-14.53781980723586,0.0,0.0021086580662235625,0.0008316030155074438,0.0,0.27280638000000007,EM+CC,0.8
105,0.0001902833339987,,,7.851201173071324e-05,0.0,0.0028603107458673,0.004999897059849563,0.001122569096180948,0.0004301626519794,0.0,KMeans+CC,0.9
106,0.003147596546276,,,0.0035591670242835,0.0,0.0,0.004197151123260413,0.004675105871011676,4.33680868994202e-19,0.0,KMeans+mean,0.9
107,0.003147596546276,,,0.0035591670242835,0.0,0.0,0.0005841639467186714,0.0017468353481289505,4.33680868994202e-19,0.0,KMeans+mode,0.9
108,0.003147596546276,,,0.0035591670242835,0.0,0.0,0.0029191781348195866,0.004652492003984341,4.33680868994202e-19,0.0,KMeans+median,0.9
109,0.0,0.7156214855862418,0.6792900540847595,0.0,-16.002758589118724,0.0,0.0033210320760807665,0.004698790814642635,0.0,0.23246423442000017,EM+CC,0.9
