,test_ARI,train_ARI,loglike,test_ARI_std,train_ARI_std,loglike_std,method,missing_rate,RMSE_test,RMSE_train,RMSE_test_std,RMSE_train_std
34,0.4816963524495046,0.002924291840979274,-8.938390675367831,0.13497468859456016,0.0009511826621297412,0.6127858819119731,EM+CC,0.6,15.706216456452893,17.149146901479227,0.19482647414261653,0.12960679451554546
35,-0.006627501699446041,-0.0011399655113548215,0.0,0.0,2.168404344971009e-19,0.0,KMeans+CC,0.7,,,,
36,0.03687264568302874,0.08365777752554136,0.0,6.938893903907228e-18,0.0,0.0,KMeans+mean,0.7,,,,
37,0.08642640826397745,0.07212949022848378,0.0,1.3877787807814457e-17,1.3877787807814457e-17,0.0,KMeans+mode,0.7,,,,
38,0.03687264568302874,0.08365777752554136,0.0,6.938893903907228e-18,0.0,0.0,KMeans+median,0.7,,,,
39,0.10909042039811127,1.0870639449612165e-05,-1258.183397209376,0.04588715418141799,3.5828045451733174e-05,2204.1807130533725,EM+CC,0.7,22.061396890357173,22.4915394188914,0.8000825654823954,1.178739904715756
40,0.00020820911766654366,-7.075235564002298e-05,0.0,2.710505431213761e-20,0.0,0.0,KMeans+CC,0.8,,,,
41,0.04099026865540496,0.08977091710274783,0.0,0.0,1.3877787807814457e-17,0.0,KMeans+mean,0.8,,,,
42,0.033214393110354,0.03392166127920492,0.0,0.0,0.0,0.0,KMeans+mode,0.8,,,,
43,0.033214393110354,0.03392166127920492,0.0,0.0,0.0,0.0,KMeans+median,0.8,,,,
44,0.044362684544313316,-1.778992734904064e-05,-2.5544183795438973,0.03565459961161019,1.1892030194520902e-05,4.971962663245533,EM+CC,0.8,23.189841968262147,23.78378905823625,1.1669543805013602,1.3557922623592138
45,0.0015975707760953833,-0.00011301528556984806,0.0,0.01336523643501176,0.002180869586777852,0.0,KMeans+CC,0.9,,,,
46,0.0008214794045415261,0.006422183138272015,0.0,0.0,0.0,0.0,KMeans+mean,0.9,,,,
47,0.009736424489016692,0.011830907525895495,0.0,0.0,0.0,0.0,KMeans+mode,0.9,,,,
48,0.002274268954821422,0.006007395990801789,0.0,0.0,8.673617379884035e-19,0.0,KMeans+median,0.9,,,,
49,0.0,0.0,0.0,0.0,0.0,0.0,EM+CC,0.9,35.186236113437865,35.01744702831083,0.0,7.105427357601002e-15
