,train_ARI,loglike,test_ARI,train_ARI_std,loglike_std,test_ARI_std,method,missing_rate,RMSE_test,RMSE_train,RMSE_test_std,RMSE_train_std
18,0.8191169038425141,0.0,0.8174352321763235,1.1102230246251565e-16,0.0,0.0,KMeans+median,0.3,,,,
19,0.0,-1082.142078512589,0.0,0.0,2.2737367544323206e-13,0.0,EM+CC,0.3,0.5767426160582563,0.5791063503806813,0.0,0.0
20,0.00022954001755663087,0.0,0.001200204593354201,0.0014119801929829445,0.0,0.0057335780304876354,KMeans+CC,0.4,,,,
21,0.9967020419350702,0.0,1.0,1.1102230246251565e-16,0.0,0.0,KMeans+mean,0.4,,,,
22,0.9967020419350702,0.0,1.0,1.1102230246251565e-16,0.0,0.0,KMeans+mode,0.4,,,,
23,0.9967020419350702,0.0,1.0,1.1102230246251565e-16,0.0,0.0,KMeans+median,0.4,,,,
24,0.0,-1082.142078512589,0.0,0.0,2.2737367544323206e-13,0.0,EM+CC,0.4,0.5819945823089576,0.5795120975312144,1.1102230246251565e-16,0.0
25,-0.0001605797848829421,0.0,-0.001953392196025188,0.0010668526891998498,0.0,0.00271527408648632,KMeans+CC,0.5,,,,
26,0.8049531949862123,0.0,0.7950543123754495,0.0,0.0,0.0,KMeans+mean,0.5,,,,
27,0.8049531949862123,0.0,0.7950543123754495,0.0,0.0,0.0,KMeans+mode,0.5,,,,
28,0.8049531949862123,0.0,0.7950543123754495,0.0,0.0,0.0,KMeans+median,0.5,,,,
29,0.0,-1082.142078512589,0.0,0.0,2.2737367544323206e-13,0.0,EM+CC,0.5,0.5794832245518521,0.5796428414680177,1.1102230246251565e-16,0.0
30,3.0442613856530935e-05,0.0,-0.0016223027171324172,0.0008140455935310631,0.0,0.001490584049052468,KMeans+CC,0.6,,,,
31,0.7856323334889559,0.0,0.7795748688299148,1.1102230246251565e-16,0.0,0.0,KMeans+mean,0.6,,,,
32,0.7856323334889559,0.0,0.7795748688299148,1.1102230246251565e-16,0.0,0.0,KMeans+mode,0.6,,,,
33,0.7856323334889559,0.0,0.7795748688299148,1.1102230246251565e-16,0.0,0.0,KMeans+median,0.6,,,,
34,0.0,-1082.142078512589,0.0,0.0,2.2737367544323206e-13,0.0,EM+CC,0.6,0.5816521354659931,0.5798291740045889,0.0,1.1102230246251565e-16
35,-0.00045664324137769557,0.0,-0.0021937736064986868,0.0005527895763984511,0.0,0.001974086592094249,KMeans+CC,0.7,,,,
36,0.7613252944019131,0.0,0.7889648973697135,0.0,0.0,0.0,KMeans+mean,0.7,,,,
37,0.7613252944019131,0.0,0.7889648973697135,0.0,0.0,0.0,KMeans+mode,0.7,,,,
38,0.7613252944019131,0.0,0.7889648973697135,0.0,0.0,0.0,KMeans+median,0.7,,,,
39,0.0,-1082.142078512589,0.0,0.0,2.2737367544323206e-13,0.0,EM+CC,0.7,0.5775427605328478,0.5784896374255993,0.0,1.1102230246251565e-16
40,9.826657362504568e-05,0.0,-6.262717926613451e-05,0.0010937977657274674,0.0,0.003455755955967772,KMeans+CC,0.8,,,,
41,0.6854832087689368,0.0,0.8001200038728251,0.0,0.0,0.0,KMeans+mean,0.8,,,,
42,0.6854832087689368,0.0,0.8001200038728251,0.0,0.0,0.0,KMeans+mode,0.8,,,,
43,0.6854832087689368,0.0,0.8001200038728251,0.0,0.0,0.0,KMeans+median,0.8,,,,
44,0.0,-1082.142078512589,0.0,0.0,2.2737367544323206e-13,0.0,EM+CC,0.8,0.579394163584453,0.5803645790210454,1.1102230246251565e-16,0.0
45,-0.0008765397501597025,0.0,-0.0005877475533041863,0.00035736592881450253,0.0,0.0032519374224767496,KMeans+CC,0.9,,,,
46,0.06363755917196166,0.0,-0.015695006871183925,0.0,0.0,3.469446951953614e-18,KMeans+mean,0.9,,,,
47,0.06363755917196166,0.0,-0.015695006871183925,0.0,0.0,3.469446951953614e-18,KMeans+mode,0.9,,,,
48,0.06363755917196166,0.0,-0.015695006871183925,0.0,0.0,3.469446951953614e-18,KMeans+median,0.9,,,,
49,0.0,-1082.142078512589,0.0,0.0,2.2737367544323206e-13,0.0,EM+CC,0.9,0.5798896794238254,0.5786807003815165,0.0,0.0
