,loglike,RMSE_test,test_ARI,train_ARI,RMSE_train,loglike_std,RMSE_test_std,test_ARI_std,train_ARI_std,RMSE_train_std,method,missing_rate
17,-11.454987727872139,41.21329648188496,0.3894513800982914,0.3825257604673535,42.873770487229315,0.281110584293472,7.105427357601002e-15,0.03902470400658309,0.04510120672934033,0.0,EM+mode,0.2
18,-5.903834937169308,36.08967576365261,0.9602776916338867,0.9652215240886445,43.80695207487499,0.0,0.0,0.0,0.0,0.0,Gibbs,0.3
19,-4.155963915765762,7.598455892456667,0.8690837899547207,0.8668887473110075,8.094009584439828,0.5373310567458357,0.765179294027734,0.1832388235993369,0.17656689702409717,0.35317229373105125,VBEM,0.3
20,-6.847623448473139,8.049096116678669,0.7889581309167095,0.7883882204136364,8.612893145418536,0.4502373177922139,0.49863091299236484,0.21023726357520775,0.2042230787377855,0.4460865958365967,EM,0.3
21,-11.330501490912344,27.59753660325943,0.3424104403386184,0.38730766545011897,26.99679441086449,1.0458293318577452,0.0,0.08943878212823965,0.10015888207482121,3.552713678800501e-15,EM+mean,0.3
22,-10.706015323283834,30.352720007281697,0.4308546581695243,0.453237900821348,28.762360460056307,0.4566340044267941,3.552713678800501e-15,0.16034787694017386,0.1675781572219392,3.552713678800501e-15,EM+median,0.3
23,-11.773950191386481,42.247572553172496,0.35402363339065185,0.3678959040473128,43.332409935739015,0.3063770659457023,7.105427357601002e-15,0.11084343359403419,0.11696393591841436,0.0,EM+mode,0.3
24,-5.113316790680744,45.18172075937007,0.9197892367171824,0.8879444681973325,39.71010659337363,0.0,0.0,0.0,0.0,0.0,Gibbs,0.4
25,-3.7068075088682115,9.987008508844546,0.7926179262907601,0.7478166777692724,11.383978063256937,0.4996460992233873,0.668362304902529,0.19425832249291647,0.19034760951810809,0.6603183554761058,VBEM,0.4
26,-6.0540028436502915,10.41834247969803,0.8506126154760884,0.8269546379421426,11.717539105700059,0.2782050085650141,0.5753739306525182,0.14873242215641763,0.15020181062829774,0.504375398204534,EM,0.4
27,-10.731574523197725,27.348417554056972,0.3561120202376635,0.281240408898761,27.116782125272795,1.2045412792509518,0.0,0.08997671522224218,0.08957611906156542,0.0,EM+mean,0.4
28,-9.955003236833669,29.59081586229355,0.3166129470947623,0.34227000334112045,29.34078919164832,0.8107852010783725,3.552713678800501e-15,0.14011012823666505,0.1611882684890474,3.552713678800501e-15,EM+median,0.4
29,-11.557633203593648,41.86157931009144,0.27145318395596585,0.28554503417755867,42.99466034365493,0.6911881586551453,7.105427357601002e-15,0.0925279459752827,0.07650748451878801,0.0,EM+mode,0.4
30,-4.352567338727394,41.91620428294016,0.8033702162217033,0.7957925034629935,42.45811783421814,0.0,0.0,0.0,0.0,0.0,Gibbs,0.5
31,-3.130053256897536,11.850500219035483,0.7367719122662838,0.6826023758102101,14.015034208309633,0.36360284733150744,0.21673224580028363,0.13345594275508857,0.13472756705237204,0.40814884817261926,VBEM,0.5
32,-5.56857650501491,13.099046124138795,0.6730752014310827,0.626792149782843,15.188344915327695,0.27392013812125526,0.8972133861230677,0.20260023477851635,0.1957038872859754,0.7339555751936866,EM,0.5
33,-8.602736704042865,26.91057057796018,0.20981628688501122,0.08571584991977015,26.928524013444843,1.5654571779471458,0.0,0.09619579057357362,0.04613646501836682,0.0,EM+mean,0.5
34,-8.753207453119991,29.28349642510351,0.22177843294122712,0.19887637915581338,29.00115502141249,1.1945895209903237,3.552713678800501e-15,0.11158989578330974,0.10103433683226605,0.0,EM+median,0.5
35,-11.567261223728673,41.00558985314068,0.1326371583615537,0.14654235105991806,43.629412763356996,1.0041771797333707,7.105427357601002e-15,0.03831853689748222,0.044170184122254375,7.105427357601002e-15,EM+mode,0.5
36,-3.8194789812067187,41.732345549848446,0.591381115193103,0.580868336189139,40.07973097774149,0.0,0.0,0.0,0.0,0.0,Gibbs,0.6
37,-2.620009341900762,15.497115736782689,0.5628249636072168,0.5207476129174434,17.016241337742404,0.2972238978806235,0.3393621580506839,0.09353768851124665,0.10319889973513423,0.3624148381736657,VBEM,0.6
38,-4.7305610475507365,17.19887519378031,0.5449571650455028,0.5109236248258405,18.218433712456054,0.1274931195776004,0.7174840394755588,0.10346886114692701,0.11977224277437122,0.6204014506840558,EM,0.6
39,-5.620644173963882,28.249236458416384,0.044042445327613575,0.010472940949116754,26.89259874706989,0.8079624510468825,0.0,0.059225573066875876,0.01883710786634663,3.552713678800501e-15,EM+mean,0.6
40,-6.659077559340614,31.454925041764636,0.08394571699894737,0.11180099476679932,29.05523287852937,1.1118510171990095,0.0,0.07759016286287276,0.051307662435183386,3.552713678800501e-15,EM+median,0.6
41,-8.492504651817603,43.67043719738153,0.07065576931637788,0.08139677712059419,42.69769627826058,1.8681367392098747,0.0,0.035843222405184304,0.043913734111792335,0.0,EM+mode,0.6
42,-2.6724911800683837,38.9671985172058,0.3692728609326557,0.4273081725820668,40.0677295830879,0.0,0.0,0.0,0.0,0.0,Gibbs,0.7
43,-2.022423510477264,19.861993981991652,0.3135038081786231,0.32262508154959924,19.62337346314192,0.24760699320201393,0.12322486537206223,0.08519600449656556,0.08240828176519405,0.4066418110295814,VBEM,0.7
44,-3.8210371504235545,22.221807657672848,0.2893495229759508,0.30845934979995837,22.19635712413663,0.038437018346303524,0.7693491885146873,0.0683765635060869,0.07594637957240205,0.7656441923595557,EM,0.7
45,-3.146902743164012,27.25058658795183,0.011647031538358932,0.01016555245926212,26.949210171742767,1.7977298717478856,0.0,0.027014601147547345,0.00666324171973108,3.552713678800501e-15,EM+mean,0.7
46,-4.149029136308741,29.372908342759036,0.07228847617660066,0.059050399409226184,28.944053287470588,1.514146012086797,3.552713678800501e-15,0.02241888393761793,0.024581621994008502,0.0,EM+median,0.7
47,-6.576837970145576,41.375481355371406,0.04272231323506932,0.05167051741156131,42.588794429933046,2.1586449837543156,0.0,0.02251416216450212,0.01995132120994881,0.0,EM+mode,0.7
48,-1.9882146267302838,39.71435227618142,0.20532765202968387,0.2563050432299634,39.186169159441604,0.0,0.0,0.0,0.0,0.0,Gibbs,0.8
49,-1.551515592376822,21.74758984298036,0.17502070701925104,0.16381153042681923,22.19173017945989,0.19892449498143178,0.6909053021572034,0.03752716372671082,0.044978144601435024,0.6602151954379177,VBEM,0.8
50,-3.2225251089604443,26.3073271216443,0.07038884314829685,0.07480707828566632,27.688100709610314,0.0692582647948674,1.2176477634077432,0.03582294984142521,0.042322688221122694,0.97482146644941,EM,0.8
51,2.5576154896798746,27.778086433736696,0.0,0.002393034654422036,27.350136084402475,1.0871533699514329,0.0,0.0,0.004898387292614744,0.0,EM+mean,0.8
52,1.0688004737851127,28.808949644768006,0.01884179843805988,0.013412928659314611,29.67535698192045,0.7264236599822208,0.0,0.012853789289832853,0.006680410871671786,3.552713678800501e-15,EM+median,0.8
53,-0.6821630197577544,41.51481257082996,0.01597747163127351,0.015158400084402723,43.677568997420686,3.182302764292411,0.0,0.01787108449535431,0.010841620849666639,0.0,EM+mode,0.8
54,-1.1420731821659915,46.97635277431164,0.02305375491131741,0.022265886851640715,45.19233882334175,0.0,0.0,0.0,0.0,0.0,Gibbs,0.9
55,-0.9413630165927154,28.51276008037363,0.010496052557487777,0.01383914057189895,28.049853898888053,0.08274325281935176,1.0256876575099585,0.010256717582211188,0.005946829773299434,0.9390407127244741,VBEM,0.9
56,-1.9234981956691146,33.62350771312544,4.657898427407283e-05,0.0048010504747589226,33.87486587008608,0.0604191315985895,0.5219798938472776,0.0010528347528716473,0.003638269593400565,0.7185837674173104,EM,0.9
57,4.5686583483647665,28.64401281436356,0.00034879048919005947,-0.00045471978129735523,27.17756734916974,3.009408604815181,3.552713678800501e-15,0.0010463714675701783,0.0016907872521860316,3.552713678800501e-15,EM+mean,0.9
58,7.371909599869736,30.39399871030575,0.0,0.0004954739121391128,29.44672275949564,2.679616367166075,3.552713678800501e-15,0.0,0.001993147864300156,0.0,EM+median,0.9
59,8.010689803729981,39.56442223964938,0.0009009104250888207,-5.3172642926451605e-05,41.632846502412164,3.519139559294409,0.0,0.001806207288517018,0.0017069044680996692,0.0,EM+mode,0.9
